Bus,busmap
1877,FR0 0
1878,FR0 0
1879,FR0 0
1882,FR0 0
1883,FR0 0
1885,FR0 0
1886,FR0 0
1887,FR0 0
1889,FR0 0
1891,FR0 0
1893,FR0 0
1895,FR0 0
1897,FR0 0
1899,FR0 0
1900,FR0 0
1901,FR0 0
1902,FR0 0
1903,FR0 0
1904,FR0 0
1908,FR0 0
1909,FR0 0
1910,FR0 0
1912,FR0 0
1914,FR0 0
1915,FR0 0
1917,FR0 0
1918,FR0 0
1919,FR0 0
1921,FR0 0
1923,FR0 0
1930,FR0 0
1931,FR0 0
1933,FR0 0
1934,FR0 0
1935,FR0 0
1937,FR0 0
1938,FR0 0
1940,FR0 0
1942,FR0 0
1943,FR0 0
1944,FR0 0
1945,FR0 0
1947,FR0 0
1948,FR0 0
1949,FR0 0
1952,FR0 0
1953,FR0 0
1954,FR0 0
1955,FR0 0
1956,FR0 0
1957,FR0 0
1958,FR0 0
1959,FR0 0
1961,FR0 0
1962,FR0 0
1963,FR0 0
1965,FR0 0
1966,FR0 0
1967,FR0 0
1969,FR0 0
1970,FR0 0
1972,FR0 0
1973,FR0 0
1974,FR0 0
1975,FR0 0
1977,FR0 0
1978,FR0 0
1980,FR0 0
1981,FR0 0
1982,FR0 0
1983,FR0 0
1984,FR0 0
1985,FR0 0
1987,FR0 0
1989,FR0 0
1990,FR0 0
1993,FR0 0
1995,FR0 0
1996,FR0 0
1998,FR0 0
1999,FR0 0
2000,FR0 0
2003,FR0 0
2004,FR0 0
2005,FR0 0
2010,FR0 0
2011,FR0 0
2012,FR0 0
2014,FR0 0
2017,FR0 0
2018,FR0 0
2019,FR0 0
2021,FR0 0
2023,FR0 0
2024,FR0 0
2026,FR0 0
2027,FR0 0
2028,FR0 0
2030,FR0 0
2032,FR0 0
2033,FR0 0
2034,FR0 0
2035,FR0 0
2036,FR0 0
2037,FR0 0
2038,FR0 0
2040,FR0 0
2041,FR0 0
2042,FR0 0
2044,FR0 0
2045,FR0 0
2046,FR0 0
2047,FR0 0
2049,FR0 0
2051,FR0 0
2053,FR0 0
2059,FR0 0
2060,FR0 0
2063,FR0 0
2064,FR0 0
2067,FR0 0
2069,FR0 0
2070,FR0 0
2074,FR0 0
2075,FR0 0
2077,FR0 0
2079,FR0 0
2081,FR0 0
2082,FR0 0
2083,FR0 0
2084,FR0 0
2085,FR0 0
2087,FR0 0
2088,FR0 0
2091,FR0 0
2092,FR0 0
2093,FR0 0
2094,FR0 0
2095,FR0 0
2096,FR0 0
2097,FR0 0
2098,FR0 0
2099,FR0 0
2100,FR0 0
2104,FR0 0
2105,FR0 0
2107,FR0 0
2108,FR0 0
2110,FR0 0
2111,FR0 0
2113,FR0 0
2118,FR0 0
2119,FR0 0
2122,FR0 0
2123,FR0 0
2125,FR0 0
2126,FR0 0
2127,FR0 0
2128,FR0 0
2129,FR0 0
2131,FR0 0
2133,FR0 0
2136,FR0 0
2137,FR0 0
2138,FR0 0
2140,FR0 0
2141,FR0 0
2143,FR0 0
2145,FR0 0
2147,FR0 0
2148,FR0 0
2150,FR0 0
2151,FR0 0
2152,FR0 0
2153,FR0 0
2155,FR0 0
2156,FR0 0
2157,FR0 0
2158,FR0 0
2160,FR0 0
2162,FR0 0
2164,FR0 0
2165,FR0 0
2167,FR0 0
2169,FR0 0
2170,FR0 0
2171,FR0 0
2172,FR0 0
2173,FR0 0
2174,FR0 0
2175,FR0 0
2176,FR0 0
2177,FR0 0
2179,FR0 0
2181,FR0 0
2182,FR0 0
2183,FR0 0
2186,FR0 0
2188,FR0 0
2190,FR0 0
2192,FR0 0
2195,FR0 0
2200,FR0 0
2205,FR0 0
2207,FR0 0
2209,FR0 0
2210,FR0 0
2212,FR0 0
2215,FR0 0
2216,FR0 0
2217,FR0 0
2219,FR0 0
2220,FR0 0
2221,FR0 0
2222,FR0 0
2223,FR0 0
2224,FR0 0
2226,FR0 0
2228,FR0 0
2229,FR0 0
2231,FR0 0
2232,FR0 0
2234,FR0 0
2235,FR0 0
2236,FR0 0
2237,FR0 0
2239,FR0 0
2240,FR0 0
2241,FR0 0
2242,FR0 0
2246,FR0 0
2248,FR0 0
2249,FR0 0
2250,FR0 0
2251,FR0 0
2252,FR0 0
2253,FR0 0
2254,FR0 0
2255,FR0 0
2256,FR0 0
2257,FR0 0
2259,FR0 0
2260,FR0 0
2261,FR0 0
2262,FR0 0
2263,FR0 0
2265,FR0 0
2266,FR0 0
2267,FR0 0
2268,FR0 0
2269,FR0 0
2270,FR0 0
2273,FR0 0
2274,FR0 0
2275,FR0 0
2276,FR0 0
2277,FR0 0
2278,FR0 0
2279,FR0 0
2280,FR0 0
2282,FR0 0
2283,FR0 0
2284,FR0 0
2285,FR0 0
2286,FR0 0
2287,FR0 0
2288,FR0 0
2289,FR0 0
2290,FR0 0
2291,FR0 0
2293,FR0 0
2294,FR0 0
2296,FR0 0
2300,FR0 0
2301,FR0 0
2304,FR0 0
2305,FR0 0
2307,FR0 0
2308,FR0 0
2310,FR0 0
2311,FR0 0
2312,FR0 0
2314,FR0 0
2315,FR0 0
2316,FR0 0
2318,FR0 0
4384,FR0 0
4914,FR0 0
4915,FR0 0
4916,FR0 0
4920,FR0 0
4921,FR0 0
4922,FR0 0
4923,FR0 0
4925,FR0 0
4926,FR0 0
4927,FR0 0
4928,FR0 0
4929,FR0 0
4931,FR0 0
4933,FR0 0
4934,FR0 0
4935,FR0 0
4936,FR0 0
4937,FR0 0
4938,FR0 0
4941,FR0 0
4942,FR0 0
4943,FR0 0
4944,FR0 0
4946,FR0 0
4947,FR0 0
4948,FR0 0
4949,FR0 0
4950,FR0 0
4951,FR0 0
4952,FR0 0
4953,FR0 0
4954,FR0 0
4955,FR0 0
4957,FR0 0
4959,FR0 0
4960,FR0 0
4961,FR0 0
4962,FR0 0
4963,FR0 0
4964,FR0 0
4965,FR0 0
4966,FR0 0
4967,FR0 0
4969,FR0 0
4971,FR0 0
4972,FR0 0
4973,FR0 0
4975,FR0 0
4976,FR0 0
4977,FR0 0
4978,FR0 0
4979,FR0 0
4980,FR0 0
4981,FR0 0
4982,FR0 0
4983,FR0 0
4984,FR0 0
4985,FR0 0
4986,FR0 0
4987,FR0 0
4989,FR0 0
4990,FR0 0
4991,FR0 0
4992,FR0 0
4993,FR0 0
4994,FR0 0
4995,FR0 0
4996,FR0 0
4998,FR0 0
5000,FR0 0
5001,FR0 0
5002,FR0 0
5003,FR0 0
5004,FR0 0
5005,FR0 0
5248,FR0 0
5514,FR0 0
5520,FR0 0
5522,FR0 0
5525,FR0 0
5526,FR0 0
5527,FR0 0
5528,FR0 0
5529,FR0 0
5531,FR0 0
5533,FR0 0
5534,FR0 0
5535,FR0 0
5536,FR0 0
5537,FR0 0
5538,FR0 0
5540,FR0 0
5541,FR0 0
5979,FR6 0
2319,GB3 0
2321,GB3 0
2323,GB3 0
2325,GB3 0
2326,GB3 0
2328,GB3 0
2329,GB3 0
2331,GB3 0
2332,GB3 0
2334,GB3 0
2336,GB3 0
2337,GB3 0
2338,GB3 0
2339,GB3 0
2340,GB3 0
2342,GB3 0
2343,GB3 0
2345,GB3 0
2347,GB3 0
2349,GB3 0
2350,GB3 0
2351,GB3 0
2352,GB3 0
2353,GB3 0
2355,GB3 0
2356,GB3 0
2357,GB3 0
2359,GB3 0
2360,GB3 0
2361,GB3 0
2362,GB3 0
2364,GB3 0
2365,GB3 0
2366,GB3 0
2367,GB3 0
2368,GB3 0
2369,GB3 0
2371,GB3 0
2372,GB3 0
2375,GB3 0
2377,GB3 0
2378,GB3 0
2379,GB3 0
2381,GB3 0
2383,GB3 0
2384,GB3 0
2386,GB3 0
2388,GB3 0
2390,GB3 0
2391,GB3 0
2393,GB3 0
2395,GB3 0
2396,GB3 0
2398,GB3 0
2399,GB3 0
2401,GB3 0
2403,GB3 0
2404,GB3 0
2405,GB3 0
2406,GB3 0
2407,GB3 0
2408,GB3 0
2410,GB3 0
2412,GB3 0
2413,GB3 0
2414,GB3 0
2415,GB3 0
2416,GB3 0
2417,GB3 0
2418,GB3 0
2420,GB3 0
2422,GB3 0
2423,GB3 0
2424,GB3 0
2425,GB3 0
2426,GB3 0
2427,GB3 0
2429,GB3 0
2430,GB3 0
2432,GB3 0
2434,GB3 0
2435,GB3 0
2436,GB3 0
2437,GB3 0
2439,GB3 0
2441,GB3 0
2443,GB3 0
2444,GB3 0
2445,GB3 0
2446,GB3 0
2448,GB3 0
2450,GB3 0
2451,GB3 0
2452,GB3 0
2454,GB3 0
2455,GB3 0
2457,GB3 0
2460,GB3 0
2462,GB3 0
2463,GB3 0
2464,GB3 0
2466,GB3 0
2467,GB3 0
2470,GB3 0
2471,GB3 0
2473,GB3 0
2475,GB3 0
2476,GB3 0
2478,GB3 0
2480,GB3 0
2481,GB3 0
2483,GB3 0
2484,GB3 0
2485,GB3 0
2486,GB3 0
2488,GB3 0
2490,GB3 0
2491,GB3 0
2492,GB3 0
2494,GB3 0
2496,GB3 0
2499,GB3 0
2500,GB3 0
2502,GB3 0
2504,GB3 0
2505,GB3 0
2506,GB3 0
2509,GB3 0
2511,GB3 0
2512,GB3 0
2517,GB3 0
2518,GB3 0
2519,GB3 0
2520,GB3 0
2521,GB3 0
2523,GB3 0
2525,GB3 0
2528,GB3 0
2529,GB3 0
2531,GB3 0
2533,GB3 0
2535,GB3 0
2537,GB3 0
2540,GB3 0
2542,GB3 0
2543,GB3 0
2545,GB3 0
2546,GB3 0
2547,GB3 0
2549,GB3 0
2550,GB3 0
2555,GB3 0
2557,GB3 0
2558,GB3 0
2559,GB3 0
2561,GB3 0
2562,GB3 0
2564,GB3 0
2565,GB3 0
2568,GB3 0
2569,GB3 0
2571,GB3 0
2573,GB3 0
2574,GB3 0
2576,GB3 0
2577,GB3 0
2580,GB3 0
2583,GB3 0
2585,GB3 0
2586,GB3 0
2587,GB3 0
2588,GB3 0
2589,GB3 0
2591,GB3 0
2595,GB3 0
2599,GB3 0
2601,GB3 0
2603,GB3 0
2605,GB3 0
2606,GB3 0
2607,GB3 0
2608,GB3 0
2609,GB3 0
2610,GB3 0
2611,GB3 0
2615,GB3 0
2616,GB3 0
2620,GB3 0
2622,GB3 0
2624,GB3 0
2626,GB3 0
2627,GB3 0
2628,GB3 0
2630,GB3 0
2634,GB3 0
2636,GB3 0
2638,GB3 0
2639,GB3 0
2640,GB3 0
4098,GB3 0
4099,GB3 0
4101,GB3 0
4103,GB3 0
4104,GB3 0
4105,GB3 0
4106,GB3 0
4108,GB3 0
4109,GB3 0
4110,GB3 0
4112,GB3 0
4113,GB3 0
4114,GB3 0
4115,GB3 0
4116,GB3 0
4117,GB3 0
4118,GB3 0
4119,GB3 0
4121,GB3 0
4123,GB3 0
5014,GB3 0
5016,GB3 0
5017,GB3 0
5020,GB3 0
5021,GB3 0
5022,GB3 0
5023,GB3 0
5024,GB3 0
5025,GB3 0
5028,GB3 0
5030,GB3 0
5031,GB3 0
5033,GB3 0
5034,GB3 0
5037,GB3 0
5039,GB3 0
5041,GB3 0
5043,GB3 0
5045,GB3 0
5047,GB3 0
5048,GB3 0
5050,GB3 0
5051,GB3 0
5052,GB3 0
5470,GB3 0
5473,GB3 0
5480,GB3 0
5484,GB3 0
5486,GB3 0
5488,GB3 0
5489,GB3 0
5490,GB3 0
5491,GB3 0
5492,GB3 0
5493,GB3 0
5494,GB3 0
5495,GB3 0
5496,GB3 0
5497,GB3 0
5499,GB3 0
5500,GB3 0
5504,GB3 0
5507,GB3 0
5508,GB3 0
5509,GB3 0
5510,GB3 0
5513,GB3 0
5516,GB3 0
5519,GB3 0
2513,GB4 0
2514,GB4 0
2526,GB4 0
2536,GB4 0
2552,GB4 0
2553,GB4 0
2554,GB4 0
2590,GB4 0
5010,GB4 0
5011,GB4 0
5012,GB4 0
5013,GB4 0
2643,GR0 0
2644,GR0 0
2645,GR0 0
2646,GR0 0
2647,GR0 0
2648,GR0 0
2649,GR0 0
2650,GR0 0
2651,GR0 0
2652,GR0 0
2653,GR0 0
2654,GR0 0
2655,GR0 0
2657,GR0 0
5738,GR0 0
5747,GR0 0
5749,GR0 0
5769,GR0 0
5770,GR0 0
5773,GR0 0
5774,GR0 0
5780,GR0 0
5785,GR0 0
5786,GR0 0
5793,GR0 0
5794,GR0 0
5803,GR0 0
5809,GR0 0
5826,GR0 0
2659,HR0 0
2660,HR0 0
2662,HR0 0
2663,HR0 0
2664,HR0 0
2666,HR0 0
2667,HR0 0
2668,HR0 0
2669,HR0 0
2670,HR0 0
2671,HR0 0
2672,HR0 0
2673,HR0 0
2674,HR0 0
2675,HR0 0
2677,HR0 0
2678,HR0 0
4659,HR0 0
4667,HR0 0
4704,HR0 0
5652,HR0 0
5662,HR0 0
5699,HR0 0
5712,HR0 0
2679,HU0 0
2680,HU0 0
2681,HU0 0
2682,HU0 0
2684,HU0 0
2685,HU0 0
2686,HU0 0
2689,HU0 0
2691,HU0 0
2693,HU0 0
2695,HU0 0
2696,HU0 0
2697,HU0 0
2699,HU0 0
2700,HU0 0
2701,HU0 0
2702,HU0 0
2703,HU0 0
2705,HU0 0
2706,HU0 0
2707,HU0 0
2709,HU0 0
2713,HU0 0
2714,HU0 0
2715,HU0 0
2717,HU0 0
2718,HU0 0
2719,HU0 0
4126,HU0 0
4733,HU0 0
4758,HU0 0
4762,HU0 0
4768,HU0 0
4794,HU0 0
4802,HU0 0
5660,HU0 0
5682,HU0 0
5684,HU0 0
5691,HU0 0
5724,HU0 0
5725,HU0 0
5730,HU0 0
5732,HU0 0
2720,IE4 0
2721,IE4 0
2722,IE4 0
2723,IE4 0
2725,IE4 0
2726,IE4 0
2728,IE4 0
2729,IE4 0
2730,IE4 0
2731,IE4 0
2732,IE4 0
2735,IE4 0
2736,IE4 0
2737,IE4 0
2739,IE4 0
2740,IE4 0
2741,IE4 0
2742,IE4 0
2743,IE4 0
2746,IE4 0
2748,IE4 0
2750,IE4 0
2751,IE4 0
2752,IE4 0
2755,IE4 0
2758,IE4 0
2759,IE4 0
4259,IE4 0
4261,IE4 0
4265,IE4 0
4285,IE4 0
4292,IE4 0
4296,IE4 0
4297,IE4 0
4304,IE4 0
4306,IE4 0
5433,IE4 0
5436,IE4 0
5442,IE4 0
5443,IE4 0
5446,IE4 0
5448,IE4 0
2761,IT0 1
2762,IT0 1
2764,IT0 2
2766,IT0 1
2768,IT0 2
2770,IT0 2
2772,IT0 1
2773,IT0 1
2774,IT0 1
2775,IT0 6
2776,IT0 6
2777,IT0 6
2778,IT0 6
2780,IT0 6
2781,IT0 6
2782,IT0 6
2783,IT0 6
2785,IT0 1
2787,IT0 1
2788,IT0 3
2789,IT0 1
2791,IT0 1
2793,IT0 1
2794,IT0 3
2796,IT0 1
2797,IT0 1
2799,IT0 1
2801,IT0 1
2803,IT0 1
2804,IT0 4
2805,IT0 3
2807,IT0 1
2808,IT0 4
2809,IT0 4
2811,IT0 4
2812,IT0 1
2813,IT0 6
2814,IT0 1
2815,IT0 1
2817,IT0 3
2818,IT0 1
2820,IT0 2
2823,IT0 1
2824,IT0 1
2825,IT0 1
2827,IT0 1
2829,IT0 1
2830,IT0 1
2831,IT0 1
2832,IT0 1
2833,IT0 1
2835,IT0 1
2836,IT0 1
2837,IT0 1
2839,IT0 1
2840,IT0 2
2842,IT0 1
2843,IT0 1
2846,IT0 1
2848,IT0 3
2849,IT0 3
2850,IT0 1
2851,IT0 1
2853,IT0 3
2854,IT0 1
2855,IT0 1
2856,IT0 1
2858,IT0 1
2859,IT0 1
2861,IT0 1
2862,IT0 1
2864,IT0 3
2865,IT0 1
2866,IT0 1
2868,IT0 3
2869,IT0 3
2870,IT0 2
2871,IT0 3
2872,IT0 3
2873,IT0 1
2875,IT0 3
2876,IT0 3
2878,IT0 3
2879,IT0 3
2880,IT0 1
2881,IT0 1
2882,IT0 3
2884,IT0 3
2889,IT0 3
2890,IT0 1
2891,IT0 1
2892,IT0 1
2893,IT0 1
2894,IT0 1
2895,IT0 1
2897,IT0 1
2899,IT0 1
2900,IT0 1
2902,IT0 1
2904,IT0 2
2906,IT0 1
2908,IT0 1
2910,IT0 1
2911,IT0 1
2913,IT0 1
2914,IT0 1
2916,IT0 1
2918,IT0 1
2919,IT0 1
2920,IT0 4
2922,IT0 4
2923,IT0 4
2924,IT0 1
2925,IT0 1
2926,IT0 1
2928,IT0 1
2930,IT0 1
2931,IT0 1
2932,IT0 1
2933,IT0 1
2937,IT0 1
2938,IT0 1
2940,IT0 1
2941,IT0 1
2943,IT0 1
2945,IT0 1
2946,IT0 2
2947,IT0 2
2950,IT0 4
2952,IT0 4
2953,IT0 4
2954,IT0 4
2955,IT0 4
2957,IT0 6
2958,IT0 4
2959,IT0 4
2960,IT0 4
2961,IT0 1
2963,IT0 3
2964,IT0 1
2966,IT0 1
2969,IT0 1
2972,IT0 1
2973,IT0 2
2974,IT0 3
2976,IT0 1
2977,IT0 1
2978,IT0 1
2979,IT0 3
2980,IT0 3
2981,IT0 3
2982,IT0 3
2983,IT0 1
2984,IT0 2
2989,IT0 1
2990,IT0 1
2992,IT0 2
2994,IT0 1
3001,IT0 4
3002,IT0 1
3003,IT0 1
3004,IT0 1
3006,IT0 1
3007,IT0 1
3009,IT0 1
3010,IT0 1
3012,IT0 1
3013,IT0 1
3014,IT0 1
3016,IT0 1
3017,IT0 6
3018,IT0 2
3020,IT0 6
3021,IT0 1
3022,IT0 1
3023,IT0 1
3025,IT0 1
3026,IT0 1
3029,IT0 1
3030,IT0 1
3031,IT0 1
3032,IT0 4
3033,IT0 3
3034,IT0 6
3036,IT0 1
3038,IT0 4
3039,IT0 1
3040,IT0 1
3041,IT0 1
3042,IT0 1
3043,IT0 4
3046,IT0 1
3047,IT0 1
3049,IT0 1
3051,IT0 3
3052,IT0 1
3053,IT0 1
3056,IT0 4
3057,IT0 4
3059,IT0 1
3060,IT0 4
3061,IT0 4
3062,IT0 4
3063,IT0 1
3065,IT0 2
3066,IT0 3
3067,IT0 3
3069,IT0 2
3070,IT0 3
3072,IT0 1
3073,IT0 1
3074,IT0 6
3076,IT0 6
3078,IT0 3
3079,IT0 3
3081,IT0 1
3082,IT0 4
3086,IT0 1
3088,IT0 4
3091,IT0 3
3092,IT0 4
3093,IT0 1
3094,IT0 4
3097,IT0 3
3098,IT0 6
3099,IT0 4
3102,IT0 1
3103,IT0 3
3104,IT0 3
3105,IT0 6
3106,IT0 4
3107,IT0 3
3108,IT0 4
3109,IT0 1
3111,IT0 1
4127,IT0 1
4129,IT0 1
4131,IT0 1
4133,IT0 3
4461,IT0 1
4464,IT0 1
4475,IT0 1
4476,IT0 1
4492,IT0 1
4508,IT0 1
4521,IT0 1
4524,IT0 1
4531,IT0 1
4537,IT0 1
4540,IT0 1
4543,IT0 1
4547,IT0 1
4565,IT0 1
4570,IT0 1
4575,IT0 1
4576,IT0 1
4579,IT0 1
4586,IT0 1
4592,IT0 1
4593,IT0 2
4599,IT0 1
4601,IT0 1
4602,IT0 1
4603,IT0 1
4604,IT0 1
4609,IT0 1
4612,IT0 1
4622,IT0 2
4624,IT0 1
4626,IT0 1
4628,IT0 1
4632,IT0 1
4634,IT0 1
4635,IT0 1
4636,IT0 1
4642,IT0 2
4643,IT0 1
4647,IT0 1
4663,IT0 3
5235,IT0 1
5240,IT0 1
5259,IT0 1
5261,IT0 1
5264,IT0 1
5341,IT0 1
5352,IT0 1
5354,IT0 1
5355,IT0 1
5356,IT0 1
5373,IT0 2
5375,IT0 2
5377,IT0 2
5379,IT0 1
5388,IT0 1
5393,IT0 3
5398,IT0 3
5401,IT0 2
5406,IT0 1
5412,IT0 3
5413,IT0 3
5417,IT0 4
5426,IT0 4
5427,IT0 4
2971,IT5 0
2985,IT5 0
2987,IT5 0
2993,IT5 0
2995,IT5 0
2996,IT5 0
2997,IT5 0
3044,IT5 0
3045,IT5 0
3055,IT5 0
3083,IT5 0
3112,LT0 0
3113,LT0 0
3115,LT0 0
3116,LT0 0
3117,LT0 0
3119,LT0 0
3120,LT0 0
3121,LT0 0
3122,LT0 0
3123,LT0 0
3124,LT0 0
3125,LT0 0
4134,LT0 0
4135,LT0 0
5100,LT0 0
5101,LT0 0
5105,LT0 0
5109,LT0 0
5113,LT0 0
5131,LT0 0
5805,LT0 0
3130,DE0 0
3132,DE0 0
3133,DE0 0
3134,DE0 0
3135,DE0 0
3136,DE0 0
3137,LV0 0
3139,LV0 0
3140,LV0 0
3142,LV0 0
3143,LV0 0
3144,LV0 0
3145,LV0 0
3146,LV0 0
3147,LV0 0
3148,LV0 0
4136,LV0 0
4137,LV0 0
4139,LV0 0
5102,LV0 0
5103,LV0 0
5106,LV0 0
5107,LV0 0
5108,LV0 0
5111,LV0 0
5112,LV0 0
5114,LV0 0
5116,LV0 0
5128,LV0 0
5129,LV0 0
5130,LV0 0
5133,LV0 0
5135,LV0 0
5136,LV0 0
5139,LV0 0
5147,LV0 0
3149,ME0 0
3150,ME0 0
3151,ME0 0
3152,ME0 0
4760,ME0 0
4775,ME0 0
4782,ME0 0
5704,ME0 0
5705,ME0 0
5706,ME0 0
3153,MK0 0
3155,MK0 0
3157,MK0 0
5746,MK0 0
5748,MK0 0
5763,MK0 0
5764,MK0 0
3158,NL0 0
3159,NL0 0
3160,NL0 0
3162,NL0 0
3163,NL0 0
3164,NL0 0
3166,NL0 0
3167,NL0 0
3169,NL0 0
3171,NL0 0
3173,NL0 0
3174,NL0 0
3175,NL0 0
3176,NL0 0
3177,NL0 0
3179,NL0 0
3180,NL0 0
3181,NL0 0
3182,NL0 0
3183,NL0 0
3184,NL0 0
3185,NL0 0
3186,NL0 0
3187,NL0 0
3191,NL0 0
3194,NL0 0
3195,NL0 0
3196,NL0 0
3197,NL0 0
3198,NL0 0
3199,NL0 0
3200,NL0 0
4419,NL0 0
4422,NL0 0
4423,NL0 0
4427,NL0 0
4440,NL0 0
4449,NL0 0
5207,NL0 0
5208,NL0 0
5209,NL0 0
5210,NL0 0
5211,NL0 0
5212,NL0 0
5217,NL0 0
5219,NL0 0
5220,NL0 0
5223,NL0 0
5224,NL0 0
5225,NL0 0
5227,NL0 0
5228,NL0 0
5230,NL0 0
5232,NL0 0
5233,NL0 0
5236,NL0 0
5237,NL0 0
5241,NL0 0
5242,NL0 0
5243,NL0 0
5244,NL0 0
1538,NO1 4
3202,NO1 1
3203,NO1 3
3205,NO1 1
3206,NO1 1
3208,NO1 1
3209,NO1 2
3210,NO1 1
3212,NO1 2
3213,NO1 1
3215,NO1 2
3217,NO1 1
3218,NO1 1
3219,NO1 3
3220,NO1 2
3221,NO1 1
3223,NO1 1
3227,NO1 1
3228,NO1 4
3230,NO1 3
3231,NO1 1
3233,NO1 2
3234,NO1 3
3235,NO1 3
3237,NO1 3
3238,NO1 1
3239,NO1 2
3240,NO1 2
3242,NO1 3
3244,NO1 2
3246,NO1 2
3248,NO1 1
3250,NO1 3
3251,NO1 3
3252,NO1 3
3254,NO1 2
3256,NO1 2
3257,NO1 1
3258,NO1 1
3259,NO1 1
3260,NO1 1
3262,NO1 1
3264,NO1 1
3265,NO1 1
3266,NO1 3
3268,NO1 3
3269,NO1 1
3270,NO1 2
3271,NO1 3
3272,NO1 2
3273,NO1 3
3274,NO1 3
3276,NO1 3
3277,NO1 4
3278,NO1 1
3279,NO1 3
3280,NO1 3
3281,NO1 3
3282,NO1 3
3283,NO1 3
3284,NO1 3
3287,NO1 3
3290,NO1 4
3291,NO1 2
3295,NO1 3
3297,NO1 3
3298,NO1 3
3299,NO1 3
3301,NO1 2
3302,NO1 3
3303,NO1 1
3304,NO1 2
3305,NO1 4
3307,NO1 3
3308,NO1 2
3309,NO1 2
4141,NO1 3
4142,NO1 3
4143,NO1 3
4144,NO1 3
4147,NO1 1
4149,NO1 1
4150,NO1 1
4152,NO1 1
4153,NO1 2
4154,NO1 2
4155,NO1 2
4157,NO1 2
4158,NO1 2
4160,NO1 2
4162,NO1 4
4163,NO1 2
4166,NO1 4
4167,NO1 4
4168,NO1 4
4171,NO1 3
4172,NO1 3
4174,NO1 2
4175,NO1 3
4176,NO1 3
4178,NO1 3
4179,NO1 3
4182,NO1 2
4183,NO1 2
4184,NO1 2
4186,NO1 2
4188,NO1 2
4190,NO1 1
4192,NO1 2
4193,NO1 3
4195,NO1 2
4196,NO1 2
4197,NO1 1
4198,NO1 3
4199,NO1 2
4669,NO1 4
4893,NO1 4
5053,NO1 3
5054,NO1 3
5055,NO1 3
5056,NO1 3
5057,NO1 3
5058,NO1 2
5059,NO1 3
5060,NO1 2
5061,NO1 3
5062,NO1 3
5063,NO1 3
5064,NO1 3
5065,NO1 2
5066,NO1 3
5068,NO1 2
5069,NO1 2
5071,NO1 3
5072,NO1 2
5073,NO1 2
5075,NO1 2
5076,NO1 2
5077,NO1 2
5078,NO1 1
5079,NO1 1
5080,NO1 1
5082,NO1 1
5084,NO1 1
5085,NO1 1
5086,NO1 1
5087,NO1 1
5088,NO1 1
5090,NO1 1
5091,NO1 1
5092,NO1 1
5093,NO1 1
5094,NO1 1
5095,NO1 1
5096,NO1 1
5097,NO1 1
5098,NO1 1
5099,NO1 3
5562,NO1 3
5681,NO1 4
5887,NO1 3
5888,NO1 3
5889,NO1 3
5890,NO1 3
5891,NO1 2
5892,NO1 3
5893,NO1 3
5894,NO1 3
5895,NO1 2
5896,NO1 3
5897,NO1 3
5898,NO1 3
5899,NO1 3
5900,NO1 3
5901,NO1 3
5902,NO1 2
5903,NO1 2
5904,NO1 2
5905,NO1 2
5906,NO1 2
5907,NO1 2
5908,NO1 2
5909,NO1 2
5910,NO1 2
5911,NO1 2
5912,NO1 2
5913,NO1 2
5914,NO1 2
5915,NO1 2
5916,NO1 2
5917,NO1 2
5918,NO1 2
5919,NO1 2
5920,NO1 2
5921,NO1 2
5922,NO1 2
5923,NO1 2
5924,NO1 2
5925,NO1 1
5926,NO1 4
5927,NO1 4
5928,NO1 4
5929,NO1 4
5930,NO1 4
5931,NO1 4
5932,NO1 4
5933,NO1 4
3310,PL0 0
3312,PL0 0
3313,PL0 0
3315,PL0 0
3317,PL0 0
3318,PL0 0
3320,PL0 0
3321,PL0 0
3323,PL0 0
3324,PL0 0
3325,PL0 0
3327,PL0 0
3329,PL0 0
3331,PL0 0
3332,PL0 0
3333,PL0 0
3334,PL0 0
3335,PL0 0
3336,PL0 0
3338,PL0 0
3340,PL0 0
3342,PL0 0
3344,PL0 0
3346,PL0 0
3348,PL0 0
3350,PL0 0
3351,PL0 0
3353,PL0 0
3355,PL0 0
3357,PL0 0
3359,PL0 0
3362,PL0 0
3363,PL0 0
3364,PL0 0
3365,PL0 0
3366,PL0 0
3368,PL0 0
3369,PL0 0
3370,PL0 0
3372,PL0 0
3374,PL0 0
3375,PL0 0
3376,PL0 0
3378,PL0 0
3379,PL0 0
3381,PL0 0
3382,PL0 0
3385,PL0 0
3388,PL0 0
3389,PL0 0
3390,PL0 0
3392,PL0 0
3394,PL0 0
3395,PL0 0
3396,PL0 0
3398,PL0 0
3399,PL0 0
3400,PL0 0
3401,PL0 0
3402,PL0 0
3404,PL0 0
3405,PL0 0
3406,PL0 0
3407,PL0 0
3408,PL0 0
3410,PL0 0
3413,PL0 0
3415,PL0 0
3416,PL0 0
3417,PL0 0
3420,PL0 0
3421,PL0 0
3422,PL0 0
3424,PL0 0
3426,PL0 0
3428,PL0 0
3430,PL0 0
3432,PL0 0
3433,PL0 0
3434,PL0 0
3436,PL0 0
3437,PL0 0
3439,PL0 0
3440,PL0 0
3441,PL0 0
3443,PL0 0
3444,PL0 0
3446,PL0 0
3447,PL0 0
3448,PL0 0
3450,PL0 0
3452,PL0 0
3454,PL0 0
3456,PL0 0
3457,PL0 0
3459,PL0 0
4200,PL0 0
4664,PL0 0
4666,PL0 0
