Bus,busmap
3498,PT0 0
3499,PT0 0
3501,PT0 0
3503,PT0 0
3505,PT0 0
3508,PT0 0
3509,PT0 0
3511,PT0 0
3513,PT0 0
3514,PT0 0
3515,PT0 0
3517,PT0 0
3518,PT0 0
3519,PT0 0
3520,PT0 0
3522,PT0 0
3523,PT0 0
3524,PT0 0
3525,PT0 0
3528,PT0 0
3529,PT0 0
3530,PT0 0
3531,PT0 0
3532,PT0 0
3534,PT0 0
3537,PT0 0
3538,PT0 0
3539,PT0 0
3540,PT0 0
3541,PT0 0
3542,PT0 0
3545,PT0 0
3546,PT0 0
3547,PT0 0
3548,PT0 0
4267,PT0 0
4269,PT0 0
4273,PT0 0
4278,PT0 0
4284,PT0 0
4290,PT0 0
5435,PT0 0
5437,PT0 0
5438,PT0 0
5439,PT0 0
5440,PT0 0
5441,PT0 0
3552,RO0 0
3553,RO0 0
3554,RO0 0
3556,RO0 0
3557,RO0 0
3558,RO0 0
3559,RO0 0
3561,RO0 0
3562,RO0 0
3563,RO0 0
3566,RO0 0
3567,RO0 0
3569,RO0 0
3570,RO0 0
3574,RO0 0
3575,RO0 0
3577,RO0 0
3579,RO0 0
3580,RO0 0
3581,RO0 0
3582,RO0 0
3583,RO0 0
3587,RO0 0
3588,RO0 0
3589,RO0 0
3590,RO0 0
3591,RO0 0
3592,RO0 0
3594,RO0 0
3595,RO0 0
3596,RO0 0
3599,RO0 0
3600,RO0 0
3602,RO0 0
3603,RO0 0
3605,RO0 0
3610,RO0 0
3611,RO0 0
3613,RO0 0
3615,RO0 0
3617,RO0 0
3618,RO0 0
3619,RO0 0
3620,RO0 0
3624,RO0 0
3626,RO0 0
3628,RO0 0
3629,RO0 0
3631,RO0 0
3635,RO0 0
3636,RO0 0
3638,RO0 0
3639,RO0 0
3640,RO0 0
3642,RO0 0
3643,RO0 0
3644,RO0 0
3646,RO0 0
3647,RO0 0
3648,RO0 0
4817,RO0 0
4836,RO0 0
4838,RO0 0
4839,RO0 0
4841,RO0 0
4842,RO0 0
4849,RO0 0
4853,RO0 0
4859,RO0 0
4860,RO0 0
4861,RO0 0
4877,RO0 0
4881,RO0 0
4882,RO0 0
4888,RO0 0
5742,RO0 0
5745,RO0 0
5756,RO0 0
5766,RO0 0
5799,RO0 0
5807,RO0 0
5812,RO0 0
5814,RO0 0
5817,RO0 0
5823,RO0 0
5839,RO0 0
5858,RO0 0
5861,RO0 0
5864,RO0 0
5866,RO0 0
5873,RO0 0
5874,RO0 0
5875,RO0 0
5879,RO0 0
5880,RO0 0
5882,RO0 0
3633,RS0 0
3651,RS0 0
3653,RS0 0
3654,RS0 0
3656,RS0 0
3658,RS0 0
3659,RS0 0
3661,RS0 0
3664,RS0 0
3667,RS0 0
3670,RS0 0
3672,RS0 0
3673,RS0 0
3674,RS0 0
3675,RS0 0
3676,RS0 0
3678,RS0 0
3679,RS0 0
3680,RS0 0
3683,RS0 0
3685,RS0 0
3686,RS0 0
3690,RS0 0
4773,RS0 0
4783,RS0 0
4787,RS0 0
4791,RS0 0
4796,RS0 0
4797,RS0 0
4800,RS0 0
4811,RS0 0
4818,RS0 0
4821,RS0 0
5723,RS0 0
5736,RS0 0
5743,RS0 0
5771,RS0 0
5781,RS0 0
5784,RS0 0
3693,SE1 3
3695,SE1 3
3697,SE1 3
3698,SE1 3
3700,SE1 3
3701,SE1 3
3702,SE1 3
3704,SE1 3
3705,SE1 4
3706,SE1 3
3708,SE1 2
3710,SE1 3
3712,SE1 3
3713,SE1 1
3714,SE1 3
3717,SE1 3
3718,SE1 4
3719,SE1 3
3720,SE1 3
3721,SE1 3
3722,SE1 3
3724,SE1 3
3726,SE1 3
3727,SE1 3
3729,SE1 3
3730,SE1 3
3731,SE1 3
3732,SE1 4
3733,SE1 2
3735,SE1 2
3736,SE1 2
3738,SE1 3
3739,SE1 4
3743,SE1 2
3744,SE1 3
3745,SE1 3
3747,SE1 3
3748,SE1 1
3749,SE1 3
3750,SE1 1
3752,SE1 2
3753,SE1 1
3756,SE1 3
3757,SE1 1
3758,SE1 2
3759,SE1 3
3760,SE1 2
3762,SE1 3
3764,SE1 3
3766,SE1 1
3767,SE1 4
3768,SE1 3
3769,SE1 3
3770,SE1 3
3772,SE1 1
3773,SE1 1
3775,SE1 2
3776,SE1 2
3779,SE1 2
3780,SE1 2
3781,SE1 4
3783,SE1 3
3784,SE1 3
3785,SE1 3
3786,SE1 2
3787,SE1 2
3788,SE1 2
3789,SE1 3
3791,SE1 2
3793,SE1 1
3794,SE1 2
3795,SE1 1
3796,SE1 1
3799,SE1 1
3800,SE1 3
3802,SE1 1
3805,SE1 2
3806,SE1 1
3809,SE1 2
3810,SE1 2
3811,SE1 2
3812,SE1 2
3814,SE1 2
3815,SE1 2
3816,SE1 2
3820,SE1 2
3821,SE1 2
3823,SE1 3
3833,SE1 4
3835,SE1 3
3837,SE1 4
3838,SE1 1
3839,SE1 1
3841,SE1 2
3844,SE1 4
3845,SE1 4
4202,SE1 2
4203,SE1 2
4205,SE1 2
4206,SE1 2
4208,SE1 3
4209,SE1 4
4211,SE1 3
4212,SE1 3
4213,SE1 3
4214,SE1 2
4216,SE1 2
4217,SE1 4
4219,SE1 2
4656,SE1 3
4658,SE1 2
4670,SE1 2
4673,SE1 3
4683,SE1 2
4689,SE1 2
4690,SE1 1
4691,SE1 2
4692,SE1 2
4695,SE1 2
4697,SE1 2
4699,SE1 2
4702,SE1 2
4703,SE1 2
4709,SE1 2
4711,SE1 2
4712,SE1 2
4714,SE1 2
4718,SE1 2
4719,SE1 2
4720,SE1 2
4722,SE1 2
4723,SE1 2
4724,SE1 2
4725,SE1 2
4726,SE1 2
4727,SE1 2
4728,SE1 2
4729,SE1 2
4730,SE1 2
4736,SE1 2
4737,SE1 2
5558,SE1 3
5560,SE1 3
5563,SE1 3
5565,SE1 3
5567,SE1 4
5568,SE1 4
5569,SE1 4
5571,SE1 3
5572,SE1 3
5573,SE1 3
5574,SE1 4
5575,SE1 4
5576,SE1 4
5577,SE1 4
5578,SE1 4
5579,SE1 4
5580,SE1 4
5581,SE1 4
5582,SE1 4
5583,SE1 4
5584,SE1 4
5585,SE1 3
5586,SE1 4
5587,SE1 4
5591,SE1 3
5592,SE1 4
5594,SE1 2
5595,SE1 3
5597,SE1 3
5598,SE1 4
5601,SE1 4
5604,SE1 3
5605,SE1 3
5607,SE1 2
5608,SE1 4
5610,SE1 2
5611,SE1 3
5613,SE1 3
5614,SE1 4
5615,SE1 2
5616,SE1 2
5617,SE1 2
5620,SE1 4
5621,SE1 2
5622,SE1 3
5623,SE1 2
5624,SE1 2
5625,SE1 2
5626,SE1 2
5627,SE1 3
5628,SE1 3
5629,SE1 2
5630,SE1 4
5632,SE1 2
5634,SE1 2
5635,SE1 2
5636,SE1 2
5637,SE1 4
5638,SE1 2
5639,SE1 4
5640,SE1 3
5641,SE1 2
5642,SE1 3
5643,SE1 3
5644,SE1 2
5645,SE1 2
5646,SE1 3
5647,SE1 2
5648,SE1 2
5649,SE1 3
5650,SE1 2
5651,SE1 2
5653,SE1 2
5654,SE1 4
5656,SE1 2
5658,SE1 2
5659,SE1 2
5663,SE1 1
5665,SE1 2
5666,SE1 2
5667,SE1 2
5668,SE1 2
5670,SE1 2
5672,SE1 2
5673,SE1 2
5674,SE1 2
5676,SE1 1
5679,SE1 3
5686,SE1 2
5688,SE1 2
5689,SE1 3
5690,SE1 2
5692,SE1 1
5696,SE1 1
5697,SE1 1
5700,SE1 1
5709,SE1 2
5710,SE1 1
5714,SE1 1
5718,SE1 1
5719,SE1 1
5720,SE1 1
5721,SE1 1
5728,SE1 1
5729,SE1 1
5733,SE1 1
5739,SE1 1
5762,SE1 1
5772,SE1 1
5787,SE1 1
5828,SE1 1
3847,SI0 0
3848,SI0 0
3850,SI0 0
3851,SI0 0
3853,SI0 0
3855,SI0 0
3856,SI0 0
4676,SI0 0
4686,SI0 0
4693,SI0 0
5409,SI0 0
5419,SI0 0
5602,SI0 0
3860,SK0 0
3861,SK0 0
3863,SK0 0
3865,SK0 0
3867,SK0 0
3868,SK0 0
3869,SK0 0
3870,SK0 0
3871,SK0 0
3873,SK0 0
3874,SK0 0
3876,SK0 0
3877,SK0 0
3879,SK0 0
3880,SK0 0
3882,SK0 0
3883,SK0 0
3887,SK0 0
3890,SK0 0
3891,SK0 0
4220,SK0 0
4750,SK0 0
4751,SK0 0
4752,SK0 0
4754,SK0 0
5678,SK0 0
5687,SK0 0
5703,SK0 0
5708,SK0 0
5713,SK0 0
5716,SK0 0
5717,SK0 0
5737,SK0 0
5741,SK0 0
5757,SK0 0
3660,XK0 0
3682,XK0 0
3688,XK0 0
3691,XK0 0
4798,XK0 0
4812,XK0 0
5731,XK0 0
